"Id","SalePrice"
1461,115134.219915418
1462,181884.097787461
1463,187951.745717794
1464,189001.759741406
1465,187529.282451122
1466,177897.673815129
1467,178110.836843606
1468,177753.81115453
1469,170551.091322123
1470,125785.020383331
1471,166133.520300201
1472,96971.9696068525
1473,104756.094685485
1474,148586.972034889
1475,148586.972034889
1476,328633.76813152
1477,231788.482253335
1478,313036.370353053
1479,291785.859152018
1480,411167.568904985
1481,293217.549211681
1482,195205.750987846
1483,178403.855443422
1484,181514.316786114
1485,190426.617731564
1486,220012.151681186
1487,281081.458723204
1488,204221.527547578
1489,229494.919691436
1490,207385.836917147
1491,214394.944728625
1492,113780.355828454
1493,186499.807172515
1494,303130.693737649
1495,248031.61750471
1496,189491.707407133
1497,197365.192586226
1498,151682.493302019
1499,167540.19909252
1500,168858.89447843
1501,170978.044394145
1502,188826.020835117
1503,275365.000046604
1504,214683.449830596
1505,213970.539724384
1506,159635.663707695
1507,232423.857789888
1508,172197.334145128
1509,163682.667062166
1510,140142.56399114
1511,138295.001250298
1512,141778.29124731
1513,154488.399880031
1514,131219.058948121
1515,136570.743760004
1516,122829.087450012
1517,143676.679470486
1518,131864.619911411
1519,226213.552328346
1520,126791.394263272
1521,142453.102786962
1522,146099.835539419
1523,127418.884536077
1524,124025.819768362
1525,126733.430411077
1526,124222.640194338
1527,128745.972433858
1528,142766.936649338
1529,138953.605973336
1530,146588.769968958
1531,121897.693857666
1532,102651.309056992
1533,139721.608289287
1534,107027.942280864
1535,114945.100474853
1536,119844.747060297
1537,90788.2732883444
1538,161186.782234169
1539,151194.973572018
1540,66864.7665724278
1541,148450.281310058
1542,142332.083887734
1543,176250.708230771
1544,142385.733767827
1545,128822.728757991
1546,129062.117649665
1547,125511.51539737
1548,153957.578401847
1549,144624.424647631
1550,130241.526184332
1551,99885.3940473736
1552,132906.582187541
1553,110072.680411447
1554,127739.769658059
1555,161627.962582489
1556,85940.4927932819
1557,132515.764229748
1558,134821.981975353
1559,196378.73367528
1560,148972.406732671
1561,143815.323417746
1562,129269.512891676
1563,130029.57289527
1564,136818.349139357
1565,140987.821007901
1566,223212.272257921
1567,109805.81785349
1568,264752.806147184
1569,133211.758314815
1570,132444.899710366
1571,135960.308240888
1572,133280.589244376
1573,236486.993271454
1574,141052.64929797
1575,206517.444901622
1576,197584.788517573
1577,207753.583527048
1578,128066.17697698
1579,146052.934275671
1580,205256.091292724
1581,148022.601430703
1582,123609.140023839
1583,297194.527148034
1584,193356.007672729
1585,140522.466307574
1586,92648.0825341633
1587,113970.618019557
1588,120150.729708202
1589,108851.051656445
1590,117449.260977921
1591,115125.618119776
1592,125364.033645805
1593,138460.758062541
1594,141632.800511537
1595,145819.115891245
1596,177424.879834848
1597,139779.781257645
1598,178694.792316931
1599,141273.636789417
1600,145934.081122396
1601,117363.957497753
1602,116873.988345971
1603,77836.5289637512
1604,301085.391592649
1605,228835.935664196
1606,151427.480271074
1607,129512.783176138
1608,225174.448957432
1609,196757.609115985
1610,183627.308442764
1611,123729.451476311
1612,193019.908730224
1613,132994.436800297
1614,114787.445195824
1615,89573.4623755708
1616,91280.918072468
1617,86867.1529150988
1618,107818.180781978
1619,118318.18687441
1620,111807.751699554
1621,168009.0977207
1622,125130.104350115
1623,191247.014515601
1624,224033.502153279
1625,127504.872903482
1626,180179.49390439
1627,184588.361476382
1628,222790.702972611
1629,169420.621307328
1630,264719.624741771
1631,261033.274361217
1632,259515.728083781
1633,183409.616842652
1634,183005.322405567
1635,179554.816030884
1636,171493.436572123
1637,182777.869658487
1638,226501.04709995
1639,176483.579750689
1640,195153.163025895
1641,167283.717925355
1642,223415.392056945
1643,248345.733811638
1644,220299.306667821
1645,167332.698986003
1646,192768.232817817
1647,174937.720575109
1648,104349.70013911
1649,147909.796030088
1650,121574.929316172
1651,122526.31625862
1652,96729.467736311
1653,103021.790657215
1654,151664.936780006
1655,148248.414452873
1656,148325.326124987
1657,151329.361743124
1658,151494.406492136
1659,151486.349289066
1660,147438.535215264
1661,337067.369961351
1662,366877.166163671
1663,319617.697864747
1664,275427.26153328
1665,257025.62062887
1666,267363.747909937
1667,249579.589881161
1668,314841.767764263
1669,305469.484199873
1670,315064.011571946
1671,287714.399977572
1672,312841.398431535
1673,284048.755487705
1674,251534.531517359
1675,194393.791149978
1676,212428.223151842
1677,207572.541984572
1678,356863.461528934
1679,315986.193065348
1680,326072.622616723
1681,266523.44113919
1682,302257.956922267
1683,195220.596561876
1684,171253.243365821
1685,181134.566842653
1686,181539.739892186
1687,193117.805909386
1688,216868.132080917
1689,183888.295146693
1690,185738.522741337
1691,191506.98029309
1692,234761.665383962
1693,178126.143898108
1694,187603.543790172
1695,174852.000562739
1696,235287.824225122
1697,174767.577303023
1698,327399.788101055
1699,230478.591351284
1700,295144.172507672
1701,245325.712921731
1702,250516.983836891
1703,240943.358695567
1704,270207.54816952
1705,285492.111585742
1706,317667.273119137
1707,231976.732102138
1708,222946.007863036
1709,253165.339597316
1710,236439.888180172
1711,267003.144765352
1712,229453.714483935
1713,236764.962675742
1714,209465.737556869
1715,214737.567304773
1716,199742.690234279
1717,206345.997885371
1718,168416.089292886
1719,223338.152949645
1720,232804.14564016
1721,150018.913389317
1722,152410.197006349
1723,155087.362858253
1724,182011.045238947
1725,225866.391571661
1726,199623.881537664
1727,174341.316498631
1728,157047.217067982
1729,192458.183716673
1730,169396.171863469
1731,132617.123283441
1732,136407.239721524
1733,135984.435952648
1734,115282.987108239
1735,141361.221206728
1736,119574.07374431
1737,213746.632745193
1738,297978.230003648
1739,167451.7617978
1740,232617.54915537
1741,206469.127317786
1742,168164.160865091
1743,159635.839136308
1744,205456.05213849
1745,206366.40984151
1746,185894.372863068
1747,205304.301476766
1748,228416.278173
1749,156571.090224461
1750,141204.662011237
1751,181868.392625831
1752,104101.484195091
1753,141303.213564011
1754,180866.187909788
1755,175048.298343722
1756,182220.033265187
1757,119055.779826038
1758,147243.147476406
1759,135691.826036695
1760,148733.080887347
1761,151994.381219098
1762,133789.117071002
1763,159548.661436494
1764,135949.514372993
1765,92489.2969801221
1766,151615.729097643
1767,144661.423664333
1768,126434.1718262
1769,150594.306050581
1770,144031.50371837
1771,143103.078283223
1772,139855.04847955
1773,126207.96975469
1774,120498.271493626
1775,146278.039325168
1776,119660.92607829
1777,130296.992223887
1778,135640.008032447
1779,155644.72255268
1780,128351.261198574
1781,122742.977786552
1782,105013.816857881
1783,127644.523251195
1784,117404.788946948
1785,122830.282915766
1786,125525.332714187
1787,117136.407195364
1788,110361.911484479
1789,107744.383649755
1790,114072.778051408
1791,175296.248362069
1792,163008.734581666
1793,141142.263572119
1794,141253.967471121
1795,130504.214234725
1796,165240.38147378
1797,105678.841853374
1798,134747.777683358
1799,131825.711088303
1800,129734.637816774
1801,120797.522088787
1802,125937.468441294
1803,167001.913804556
1804,152707.159224628
1805,120627.405333047
1806,102403.174811837
1807,94955.0992333595
1808,116339.606262498
1809,113051.216999999
1810,104160.220515167
1811,91178.6074687277
1812,112947.865874401
1813,90467.5153162344
1814,113477.058421961
1815,105878.899159511
1816,117032.759892871
1817,142165.901446888
1818,114365.689381765
1819,111977.536337935
1820,115503.087961756
1821,135568.034060624
1822,118007.830268257
1823,79078.8975056946
1824,111265.628401744
1825,121631.656034628
1826,119338.578044337
1827,129739.114967123
1828,116152.582192434
1829,127429.959835887
1830,97520.3022374388
1831,105437.606948066
1832,128033.175669544
1833,94946.8642038923
1834,89851.6098774871
1835,128010.6782447
1836,109140.190428531
1837,114270.744389096
1838,113689.564805607
1839,105622.067070969
1840,173708.381346011
1841,140787.602523826
1842,106718.064465889
1843,136863.867273225
1844,135290.431425045
1845,145503.980135318
1846,158983.210431531
1847,155975.948786342
1848,89611.3414610382
1849,149283.737636953
1850,122198.335248286
1851,137525.97750413
1852,153106.62818419
1853,166445.176165153
1854,187630.198668067
1855,219036.280403926
1856,201013.667261276
1857,174478.709708154
1858,134441.016065297
1859,126800.610248394
1860,147596.04000932
1861,126075.689520632
1862,243776.417253357
1863,242282.774966076
1864,242282.774966076
1865,272141.335034598
1866,274945.151594993
1867,195450.521563508
1868,272154.080594336
1869,204761.094160682
1870,226410.300898312
1871,253068.091928056
1872,196854.419847
1873,234188.935327892
1874,149207.147361605
1875,237960.245334517
1876,211482.795399594
1877,228085.499685514
1878,214344.149690166
1879,137107.605251934
1880,119611.565560502
1881,254957.301778328
1882,214775.862956824
1883,195961.835110055
1884,202531.465128053
1885,261830.336417636
1886,238226.864280835
1887,226852.313163315
1888,228144.078214603
1889,206686.013016697
1890,138542.980210065
1891,179995.335255991
1892,114738.014826812
1893,117677.254449063
1894,123464.2826544
1895,133802.802601985
1896,125327.022815995
1897,137028.098695882
1898,113010.810730735
1899,128999.955630611
1900,219983.745920794
1901,162063.187388092
1902,149971.990180161
1903,179997.374873965
1904,148259.879504111
1905,151760.395991599
1906,69418.0377734674
1907,275630.892338656
1908,131360.877926499
1909,134258.502788287
1910,141198.584350837
1911,175901.387646384
1912,259461.17637979
1913,179586.48908715
1914,78353.5471618766
1915,334094.291442245
1916,84969.7369610249
1917,247581.761646589
1918,150458.24329616
1919,166690.770388844
1920,120042.939740062
1921,305608.842250365
1922,251374.98837411
1923,198514.210820719
1924,207862.784048038
1925,203752.190330759
1926,313347.913671955
1927,132364.53449771
1928,130663.933029202
1929,137542.60721226
1930,155838.280864607
1931,134742.804632705
1932,106733.199072227
1933,159272.967629085
1934,188325.206679039
1935,185902.896448829
1936,189490.970925864
1937,183022.69527313
1938,178523.670988627
1939,236850.081529097
1940,185861.938809346
1941,203172.680772082
1942,254056.995159022
1943,183401.382991028
1944,350350.301510226
1945,376678.10493739
1946,156516.115263917
1947,331064.863261275
1948,138674.905598294
1949,204287.493529318
1950,198319.036151169
1951,197660.623193937
1952,179462.392481481
1953,153831.105828027
1954,181408.649330785
1955,127530.563603103
1956,219438.434960387
1957,151754.657850196
1958,261986.388451911
1959,133870.086494178
1960,121131.22434727
1961,119469.596901635
1962,93123.5914687235
1963,111963.794774116
1964,101772.393906897
1965,151715.782992151
1966,147639.258300741
1967,338610.202250642
1968,446797.354355123
1969,311174.645609258
1970,337758.911365299
1971,313714.064366397
1972,337361.713318422
1973,294513.389591978
1974,327847.142472158
1975,442566.292550554
1976,217535.605803843
1977,346591.091246053
1978,322762.333159894
1979,318691.802039835
1980,235462.294514032
1981,342898.569405196
1982,269013.14857995
1983,271981.290373266
1984,173266.360908926
1985,211620.266771487
1986,173277.653124486
1987,181937.944552905
1988,178537.048664339
1989,206239.314369491
1990,221421.321245274
1991,207255.436880153
1992,197674.950904034
1993,171253.243365821
1994,177109.56752124
1995,183125.014736949
1996,280380.481698375
1997,263491.387214263
1998,322982.719462438
1999,258367.072923576
2000,292512.496935606
2001,242064.978028787
2002,231948.165961682
2003,206654.717625594
2004,271568.595399715
2005,267700.540226158
2006,216521.280085928
2007,207119.531869847
2008,238451.251029514
2009,218319.37939717
2010,212598.202501256
2011,154137.060011707
2012,172866.948122828
2013,219729.272960845
2014,214221.21416884
2015,221276.517877337
2016,223862.87944473
2017,219172.625480288
2018,152223.300724155
2019,131059.065723648
2020,145806.058669014
2021,117555.549154432
2022,145463.903387101
2023,133891.883122484
2024,280874.67430862
2025,319458.560327859
2026,184326.025550763
2027,150760.03597264
2028,149661.536584458
2029,175913.248428556
2030,186839.391627265
2031,183113.806486045
2032,197499.304582541
2033,203221.807741994
2034,172718.549653899
2035,264428.097556267
2036,174233.513524197
2037,174233.513524197
2038,213053.406468963
2039,254071.531647191
2040,199042.292439459
2041,198203.446355917
2042,212272.641839072
2043,165345.505152237
2044,153174.779138368
2045,188699.425550231
2046,107980.037120878
2047,150882.441752338
2048,128744.800881393
2049,130825.301796599
2050,167363.935704838
2051,104806.374434842
2052,158427.823799671
2053,133006.468871111
2054,122570.670837821
2055,156868.404235282
2056,124772.353442766
2057,130871.735027353
2058,216751.040456443
2059,121502.153208472
2060,132725.096810327
2061,139534.399933463
2062,136065.795487817
2063,126410.522090676
2064,127756.538563204
2065,129988.175005741
2066,154611.29324392
2067,78938.1524302882
2068,123867.470792537
2069,102226.907832829
2070,116903.999217314
2071,176769.74846284
2072,119732.914010127
2073,154813.632565663
2074,119824.386286951
2075,141114.955991189
2076,124196.377049695
2077,126655.523911728
2078,121364.643224145
2079,121426.878503581
2080,120899.77941957
2081,132636.783446976
2082,132257.909764831
2083,131423.658533876
2084,127461.039749535
2085,134114.677230776
2086,89342.2649115102
2087,116765.996215648
2088,91970.7460010181
2089,99743.9375066323
2090,103800.733837815
2091,109437.553133115
2092,158149.662106751
2093,96881.4946436824
2094,113176.503598904
2095,215853.359858641
2096,100345.157073351
2097,135883.684223273
2098,141778.656948356
2099,109692.176411713
2100,78338.5308164087
2101,116222.260583094
2102,89746.1184376228
2103,112342.448035652
2104,90738.0063298802
2105,137623.666348348
2106,111893.142314588
2107,131423.15990938
2108,112407.193651365
2109,114380.761767807
2110,113159.141850212
2111,126024.741729694
2112,157455.111612383
2113,155041.149344789
2114,142093.967001356
2115,122851.961883401
2116,129087.244190264
2117,157862.008006296
2118,121219.942878293
2119,111152.178264273
2120,134784.750259657
2121,205961.450397484
2122,130404.59307038
2123,140619.749315247
2124,114005.253136428
2125,129372.554982456
2126,145062.716593644
2127,137696.505611704
2128,130835.349444005
2129,172919.943671333
2130,95369.4085989553
2131,114982.389856086
2132,92645.906216272
2133,124478.988158199
2134,124665.640678463
2135,168914.673929881
2136,119701.964864547
2137,114128.85674637
2138,135820.222577909
2139,138678.055749453
2140,129358.554350769
2141,138239.104988913
2142,129207.557310926
2143,138779.45114463
2144,120770.904336594
2145,131872.624242058
2146,231670.28121592
2147,174500.104323635
2148,113865.561713405
2149,134695.237759386
2150,190417.017134905
2151,132133.356512922
2152,165192.181626313
2153,155681.901530029
2154,141655.644979728
2155,139017.470688372
2156,236268.80725602
2157,210857.100444865
2158,215326.287699999
2159,211990.453527517
2160,160234.130040292
2161,236158.16632128
2162,277520.629979638
2163,323076.90356525
2164,198106.43791959
2165,203513.579049202
2166,146801.198153306
2167,212667.238981152
2168,218827.096696815
2169,216988.059971696
2170,237371.920472
2171,175997.841755307
2172,115376.629337422
2173,127776.391105156
2174,206812.0946359
2175,232630.407724739
2176,257013.892432302
2177,201338.964185712
2178,204471.505185036
2179,150142.186131782
2180,191247.743960123
2181,192803.60030563
2182,227036.604602437
2183,190576.028556877
2184,117249.940261409
2185,156490.396475564
2186,133180.042704213
2187,126865.142562067
2188,169654.505589668
2189,204164.377690571
2190,108943.810422442
2191,114822.802052506
2192,101664.353995864
2193,113437.49199736
2194,113119.835520935
2195,115512.363492959
2196,134382.839911505
2197,101114.794732779
2198,128795.503277227
2199,134660.875997813
2200,203294.823517646
2201,165957.998266097
2202,166698.803209474
2203,185973.271733376
2204,120982.398983336
2205,166334.327723744
2206,131727.698427801
2207,252072.085958253
2208,196327.860921755
2209,256019.298750549
2210,143380.629725508
2211,114799.79838177
2212,126945.440313884
2213,128425.011988301
2214,151693.93769296
2215,122861.982937645
2216,115849.664413725
2217,83209.5430772677
2218,106557.656017067
2219,101120.706680315
2220,114616.215180671
2221,332504.92616664
2222,297907.503333551
2223,243330.20147123
2224,186461.891196697
2225,138390.009656531
2226,115184.937918785
2227,206817.73461623
2228,294025.250245139
2229,249158.974408925
2230,176455.309683464
2231,244982.025144539
2232,156328.463768071
2233,176772.307668059
2234,281349.158964062
2235,252473.517536697
2236,240030.082477689
2237,281349.158964062
2238,188586.141715633
2239,114317.484203748
2240,162813.298046616
2241,159738.366338185
2242,114578.421672887
2243,120867.383950948
2244,83918.5535861236
2245,95621.8601322636
2246,118174.046134348
2247,88786.114355623
2248,126586.115246167
2249,118145.174949727
2250,117593.813703865
2251,109768.58391744
2252,134461.702624185
2253,170886.757504648
2254,175765.203830722
2255,186402.183835283
2256,175126.099482995
2257,178328.914971389
2258,173299.785036715
2259,178124.523476804
2260,146576.355331666
2261,261033.274361217
2262,258933.516363156
2263,332207.692999201
2264,420434.079596832
2265,132425.035833994
2266,263673.772246448
2267,383912.588382634
2268,361048.16218871
2269,156129.946707179
2270,202508.526916117
2271,177974.449394996
2272,214372.230863033
2273,177966.634443628
2274,151814.032059282
2275,177448.702030007
2276,186529.846437741
2277,172647.607513115
2278,120362.580091612
2279,141386.156738368
2280,117241.857240125
2281,181698.300898622
2282,176571.125888829
2283,101966.559905416
2284,103821.825129658
2285,148325.326124987
2286,140061.741802839
2287,366056.075994609
2288,274162.866273748
2289,419213.267694796
2290,386297.127568243
2291,361254.68959677
2292,319716.576773205
2293,488086.242807399
2294,314847.178995612
2295,412261.21901121
2296,217691.379290076
2297,384503.377092371
2298,328646.774601621
2299,308253.702066063
2300,296179.111968104
2301,389732.383382698
2302,215004.482392017
2303,219344.897956869
2304,270376.465436042
2305,208710.025858921
2306,203112.199382467
2307,193784.503908991
2308,270131.730776461
2309,278864.86840211
2310,261066.505591408
2311,182688.602668263
2312,174719.459148913
2313,170941.344881433
2314,171903.621326214
2315,171545.141706369
2316,180026.623958693
2317,181043.126924086
2318,185477.769804319
2319,173164.05911532
2320,185081.089925654
2321,192040.906606414
2322,179876.28172449
2323,183756.128289679
2324,203740.915918633
2325,179521.617531849
2326,181945.000500867
2327,210142.619613739
2328,217484.766230844
2329,186474.245916221
2330,175527.719914409
2331,310408.516723046
2332,326776.941975257
2333,320921.449035817
2334,307433.006298165
2335,296762.942780359
2336,297978.230003648
2337,246973.039527385
2338,217136.184154009
2339,220444.472486536
2340,333107.453378401
2341,238576.22529963
2342,224889.124753895
2343,225473.131782105
2344,232459.436800892
2345,234832.493086294
2346,217551.676794255
2347,228208.155657562
2348,205903.892416004
2349,206901.402003242
2350,315490.443446955
2351,243570.243982376
2352,213752.199250504
2353,258615.316341955
2354,169585.314451582
2355,184814.659017266
2356,153360.499852895
2357,184966.79945113
2358,219578.228304763
2359,122227.781318544
2360,136400.099837904
2361,128017.361815679
2362,192258.14981675
2363,140722.681557803
2364,140555.999899593
2365,180079.145032341
2366,194268.257456981
2367,196626.145641298
2368,210681.709775486
2369,216843.820232022
2370,177580.065010664
2371,174183.766749354
2372,259126.621282665
2373,243713.772517227
2374,252891.317217585
2375,254006.925945947
2376,178698.711690019
2377,246783.047355291
2378,231588.168126538
2379,228706.250980265
2380,142505.60716346
2381,162077.015749892
2382,157789.76368472
2383,191793.564190233
2384,231716.915588717
2385,158297.233427839
2386,134367.664825255
2387,138014.445031495
2388,100337.973125007
2389,133337.059169374
2390,228284.699482946
2391,139093.88093255
2392,121542.95028668
2393,213769.014112083
2394,163642.288797773
2395,164409.520770794
2396,154157.017444045
2397,146648.170499213
2398,125789.37160461
2399,112916.790107466
2400,113200.268616041
2401,109526.182206547
2402,143250.81232201
2403,122231.32225735
2404,135841.469383152
2405,139124.854139048
2406,117320.327809285
2407,127707.649317361
2408,134324.819180491
2409,116798.964711429
2410,162579.207052589
2411,130323.757526088
2412,139406.546212095
2413,124100.505169642
2414,141659.850637403
2415,128773.249813184
2416,135780.984305474
2417,115900.05112566
2418,140994.541524545
2419,128463.724548126
2420,134180.78318736
2421,135006.441729166
2422,92640.8383290867
2423,101021.638610863
2424,121477.03947957
2425,154249.650148914
2426,140640.688205466
2427,112587.836694386
2428,178749.605008521
2429,144248.641391008
2430,136015.45020951
2431,126141.733106289
2432,191277.212521177
2433,156188.471400504
2434,129649.042944361
2435,166081.161432336
2436,128241.922481423
2437,125517.336980914
2438,118522.841073617
2439,104724.737902259
2440,116765.777715146
2441,118842.533739107
2442,108309.259622967
2443,107176.587622746
2444,121965.097555937
2445,105454.424250117
2446,105943.469949505
2447,126953.213830262
2448,185032.597602669
2449,111952.780232036
2450,106230.514138382
2451,179319.427067805
2452,133721.726451873
2453,103613.81543744
2454,137813.734279783
2455,116327.590064029
2456,211746.631286281
2457,227337.057956635
2458,137264.116323851
2459,116425.202316239
2460,127086.215610379
2461,156663.079775287
2462,113364.616803607
2463,125068.303172901
2464,91527.9538933189
2465,161866.747320892
2466,173837.135393059
2467,126922.618218398
2468,116212.002791632
2469,111543.637878567
2470,175062.197847179
2471,125354.438669473
2472,117351.873649492
2473,92017.6261007699
2474,89357.1169716687
2475,136655.466607084
2476,139368.53857876
2477,129070.68705853
2478,147688.44504992
2479,133136.612169468
2480,145103.104383714
2481,154405.736517363
2482,223134.150940604
2483,161762.790576377
2484,101592.886112577
2485,145505.716833137
2486,207506.803766089
2487,145913.721894952
2488,124710.901210892
2489,136721.491207472
2490,155187.646104445
2491,104207.278053565
2492,157837.193272409
2493,133140.297889665
2494,130726.605367667
2495,128715.674220592
2496,163298.453614784
2497,129607.838931623
2498,138848.012146731
2499,96734.6639800549
2500,160871.851972166
2501,108996.494698973
2502,110322.445002956
2503,159358.198817997
2504,179733.416462761
2505,234128.236791828
2506,216894.823889521
2507,264597.874955231
2508,245205.985091312
2509,194493.858734364
2510,202648.472894713
2511,190289.641524953
2512,217365.798487521
2513,217808.047291016
2514,258561.689551845
2515,160107.604828958
2516,217048.962224016
2517,143565.942483466
2518,153525.677703458
2519,252014.832529914
2520,232201.464173314
2521,194758.68393281
2522,228213.627374973
2523,126629.352516818
2524,135278.779580594
2525,126191.180659819
2526,210376.082543211
2527,142709.197977661
2528,219974.486671976
2529,184589.98928726
2530,123747.773285377
2531,226333.796742498
2532,234712.108646435
2533,213730.087068363
2534,231113.673281155
2535,245262.690346508
2536,253839.998847041
2537,247938.327137718
2538,169782.534843865
2539,181838.08348308
2540,183829.528906078
2541,203569.54718372
2542,195110.729244583
2543,120099.828743765
2544,131479.578865565
2545,134253.943771591
2546,143134.4657501
2547,127766.906871353
2548,141252.892950548
2549,169625.960095743
2550,270853.625537821
2551,142499.297784549
2552,114468.322056321
2553,114288.829218521
2554,130217.349975269
2555,110276.512130524
2556,126803.469474032
2557,111147.871614964
2558,92917.0619906323
2559,136251.10975693
2560,165729.778631561
2561,206432.558808133
2562,232865.86595424
2563,207787.884621429
2564,160089.36576555
2565,148703.149975573
2566,161145.27937988
2567,144040.912986587
2568,178310.463307299
2569,232239.071797015
2570,138140.744632369
2571,186830.464400736
2572,135687.635705938
2573,202229.021734183
2574,207831.779152969
2575,121260.327255059
